,id,Sentence,Aspect Term,Polarity,Category
4391,3472,Both times we waited well over a half hour for a table (even though we had reservations).,table,negative,Restaurant
4603,584,Rao's has the best service and atmosphere in NYC.,atmosphere,positive,Restaurant
670,1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,positive,Laptop
3967,2908,i would recommend reservations on weekends though.,reservations,neutral,Restaurant
4695,365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",busboy,negative,Restaurant
2083,500,We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,neutral,Laptop
5349,2468,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,positive,Restaurant
3049,3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,positive,Restaurant
897,2346,I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive,Laptop
1258,2292,The ease of use is wonderful.,use,positive,Laptop
4866,1441,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",entree,positive,Restaurant
95,1912,  I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,mother board,negative,Laptop
2244,315,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality,positive,Laptop
5852,966,"The prices cannot be beat for the quality, quantity, freshness and taste.",freshness,positive,Restaurant
842,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,negative,Laptop
5278,1440,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,negative,Restaurant
2755,1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,Restaurant
5015,3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizers,negative,Restaurant
3055,1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",escargot,neutral,Restaurant
3489,3378,Tell them Herky sent you and get a free confused look from the waiter.,waiter,negative,Restaurant
1945,2682,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,negative,Laptop
4607,3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",dishes,negative,Restaurant
322,2928,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,positive,Laptop
4390,3689,We could only get through an appetizer and cheese fondue.,cheese fondue,neutral,Restaurant
4829,3150,"Food was okay, nothing great.",Food,neutral,Restaurant
3208,209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,positive,Restaurant
334,1424,My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,neutral,Laptop
5895,3003,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,fish,positive,Restaurant
332,2270,"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",feature,positive,Laptop
833,2246,"It has many great programs, such as ILife, iPhotos and others.",ILife,positive,Laptop
2582,1198,The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,negative,Restaurant
5709,822,All the desserts the group tried got favorable reviews.,desserts,positive,Restaurant
2611,678,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,positive,Restaurant
1665,2805,little short on RAM but you get what you pay for.,RAM,negative,Laptop
2318,3048,"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",fan noise,negative,Laptop
731,2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution,negative,Laptop
1756,2350,I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,mousepad,positive,Laptop
291,1691,The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative,Laptop
184,1686,Another thing I might add is the battery life is excellent.,battery life,positive,Laptop
4764,883,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken,negative,Restaurant
4383,844,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive,Restaurant
5079,3432,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,neutral,Restaurant
533,2909,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",priced,negative,Laptop
2886,797,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",seafood,negative,Restaurant
5365,382,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,positive,Restaurant
3768,3248,"The crispy chicken wasn't for us, though.",crispy chicken,negative,Restaurant
5851,966,"The prices cannot be beat for the quality, quantity, freshness and taste.",quantity,positive,Restaurant
657,2275,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,positive,Laptop
1255,18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",simplicity,positive,Laptop
3433,847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",room,neutral,Restaurant
2543,2059,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,positive,Restaurant
5066,1409,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",lunch buffet,neutral,Restaurant
2644,3655,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,positive,Restaurant
898,2346,I'm already hooked on the sleek look and dependability that this laptop has shown.,dependability,positive,Laptop
428,2291,There is no need to open a program first and the cliick open or import.,program,positive,Laptop
